Sale Price,No of Bedrooms,No of Bathrooms,No of Floors,Flat Area (in Sqft),Basement Area (in Sqft),Built Year,Renovation Year,Age of House (in Years),Years Since Renovation,Ever Renovated,Sale Price Bin
399337,3,3.0,1.5,4389,2358,1971,2013,52,10,Yes,400K
417097,4,1.0,2.0,4442,1218,1978,0,45,0,No,425K
434857,5,1.5,2.5,4495,1255,1985,0,38,0,No,425K
452617,2,2.0,1.0,4548,1292,1992,0,31,0,No,450K
470377,3,2.25,1.5,4601,1329,1999,0,24,0,No,475K
488137,4,2.5,2.0,4654,1366,2006,0,17,0,No,500K
505897,5,3.0,2.5,4707,1403,2013,0,10,0,No,500K
523657,2,1.0,1.0,4760,1440,1907,1985,116,38,Yes,525K
541417,3,1.5,1.5,4813,1477,1914,0,109,0,No,550K
559177,4,2.0,2.0,4866,1514,1921,0,102,0,No,550K
576937,5,2.25,2.5,4919,1551,1928,0,95,0,No,575K
594697,2,2.5,1.0,4972,1588,1935,0,88,0,No,600K
612457,3,3.0,1.5,5025,1625,1942,0,81,0,No,600K
630217,4,1.0,2.0,5078,1662,1949,0,74,0,No,625K
647977,5,1.5,2.5,5131,1699,1956,1992,67,31,Yes,625K
665737,2,2.0,1.0,5184,1736,1963,0,60,0,No,625K
683497,3,2.25,1.5,5237,1773,1970,0,53,0,No,625K
701257,4,2.5,2.0,5290,1810,1977,0,46,0,No,625K
719017,5,3.0,2.5,5343,1847,1984,0,39,0,No,625K
736777,2,1.0,1.0,5396,1884,1991,0,32,0,No,625K
274057,3,1.5,1.5,5449,1921,1998,0,25,0,No,275K
291817,4,2.0,2.0,902,1958,2005,1999,18,24,Yes,300K
309577,5,2.25,2.5,955,1995,2012,0,11,0,No,300K
327337,2,2.5,1.0,1008,2032,1906,0,117,0,No,325K
345097,3,3.0,1.5,1061,2069,1913,0,110,0,No,350K
362857,4,1.0,2.0,1114,2106,1920,0,103,0,No,375K
380617,5,1.5,2.5,1167,2143,1927,0,96,0,No,375K
398377,2,2.0,1.0,1220,2180,1934,0,89,0,No,400K
416137,3,2.25,1.5,1273,2217,1941,2006,82,17,Yes,425K
433897,4,2.5,2.0,1326,2254,1948,0,75,0,No,425K
451657,5,3.0,2.5,1379,2291,1955,0,68,0,No,450K
469417,2,1.0,1.0,1432,2328,1962,0,61,0,No,475K
487177,3,1.5,1.5,1485,2365,1969,0,54,0,No,475K
504937,4,2.0,2.0,1538,1225,1976,0,47,0,No,500K
522697,5,2.25,2.5,1591,1262,1983,0,40,0,No,525K
540457,2,2.5,1.0,1644,1299,1990,2013,33,10,Yes,550K
558217,3,3.0,1.5,1697,1336,1997,0,26,0,No,550K
575977,4,1.0,2.0,1750,1373,2004,0,19,0,No,575K
593737,5,1.5,2.5,1803,1410,2011,0,12,0,No,600K
611497,2,2.0,1.0,1856,1447,1905,0,118,0,No,600K
629257,3,2.25,1.5,1909,1484,1912,0,111,0,No,625K
647017,4,2.5,2.0,1962,1521,1919,0,104,0,No,625K
664777,5,3.0,2.5,2015,1558,1926,1985,97,38,Yes,625K
682537,2,1.0,1.0,2068,1595,1933,0,90,0,No,625K
700297,3,1.5,1.5,2121,1632,1940,0,83,0,No,625K
718057,4,2.0,2.0,2174,1669,1947,0,76,0,No,625K
735817,5,2.25,2.5,2227,1706,1954,0,69,0,No,625K
273097,2,2.5,1.0,2280,1743,1961,0,62,0,No,275K
290857,3,3.0,1.5,2333,1780,1968,0,55,0,No,300K
308617,4,1.0,2.0,2386,1817,1975,1992,48,31,Yes,300K
326377,5,1.5,2.5,2439,1854,1982,0,41,0,No,325K
344137,2,2.0,1.0,2492,1891,1989,0,34,0,No,350K
361897,3,2.25,1.5,2545,1928,1996,0,27,0,No,350K
379657,4,2.5,2.0,2598,1965,2003,0,20,0,No,375K
397417,5,3.0,2.5,2651,2002,2010,0,13,0,No,400K
415177,2,1.0,1.0,2704,2039,2017,0,6,0,No,425K
432937,3,1.5,1.5,2757,2076,1911,1999,112,24,Yes,425K
450697,4,2.0,2.0,2810,2113,1918,0,105,0,No,450K
468457,5,2.25,2.5,2863,2150,1925,0,98,0,No,475K
486217,2,2.5,1.0,2916,2187,1932,0,91,0,No,475K
503977,3,3.0,1.5,2969,2224,1939,0,84,0,No,500K
521737,4,1.0,2.0,3022,2261,1946,0,77,0,No,525K
539497,5,1.5,2.5,3075,2298,1953,0,70,0,No,550K
557257,2,2.0,1.0,3128,2335,1960,2006,63,17,Yes,550K
575017,3,2.25,1.5,3181,2372,1967,0,56,0,No,575K
592777,4,2.5,2.0,3234,1232,1974,0,49,0,No,600K
610537,5,3.0,2.5,3287,1269,1981,0,42,0,No,600K
628297,2,1.0,1.0,3340,1306,1988,0,35,0,No,625K
646057,3,1.5,1.5,3393,1343,1995,0,28,0,No,625K
663817,4,2.0,2.0,3446,1380,2002,0,21,0,No,625K
681577,5,2.25,2.5,3499,1417,2009,2013,14,10,Yes,625K
699337,2,2.5,1.0,3552,1454,2016,0,7,0,No,625K
717097,3,3.0,1.5,3605,1491,1910,0,113,0,No,625K
734857,4,1.0,2.0,3658,1528,1917,0,106,0,No,625K
272137,5,1.5,2.5,3711,1565,1924,0,99,0,No,275K
289897,2,2.0,1.0,3764,1602,1931,0,92,0,No,300K
307657,3,2.25,1.5,3817,1639,1938,0,85,0,No,300K
325417,4,2.5,2.0,3870,1676,1945,1985,78,38,Yes,325K
343177,5,3.0,2.5,3923,1713,1952,0,71,0,No,350K
360937,2,1.0,1.0,3976,1750,1959,0,64,0,No,350K
378697,3,1.5,1.5,4029,1787,1966,0,57,0,No,375K
396457,4,2.0,2.0,4082,1824,1973,0,50,0,No,400K
414217,5,2.25,2.5,4135,1861,1980,0,43,0,No,425K
431977,2,2.5,1.0,4188,1898,1987,0,36,0,No,425K
449737,3,3.0,1.5,4241,1935,1994,1992,29,31,Yes,450K
467497,4,1.0,2.0,4294,1972,2001,0,22,0,No,475K
485257,5,1.5,2.5,4347,2009,2008,0,15,0,No,475K
503017,2,2.0,1.0,4400,2046,2015,0,8,0,No,500K
520777,3,2.25,1.5,4453,2083,1909,0,114,0,No,525K
538537,4,2.5,2.0,4506,2120,1916,0,107,0,No,550K
556297,5,3.0,2.5,4559,2157,1923,0,100,0,No,550K
574057,2,1.0,1.0,4612,2194,1930,1999,93,24,Yes,575K
591817,3,1.5,1.5,4665,2231,1937,0,86,0,No,600K
609577,4,2.0,2.0,4718,2268,1944,0,79,0,No,600K
627337,5,2.25,2.5,4771,2305,1951,0,72,0,No,625K
645097,2,2.5,1.0,4824,2342,1958,0,65,0,No,625K
662857,3,3.0,1.5,4877,1202,1965,0,58,0,No,625K
680617,4,1.0,2.0,4930,1239,1972,0,51,0,No,625K
698377,5,1.5,2.5,4983,1276,1979,2006,44,17,Yes,625K
716137,2,2.0,1.0,5036,1313,1986,0,37,0,No,625K
733897,3,2.25,1.5,5089,1350,1993,0,30,0,No,625K
751657,4,2.5,2.0,5142,1387,2000,0,23,0,No,625K
288937,5,3.0,2.5,5195,1424,2007,0,16,0,No,300K
306697,2,1.0,1.0,5248,1461,2014,0,9,0,No,300K
324457,3,1.5,1.5,5301,1498,1908,0,115,0,No,325K
342217,4,2.0,2.0,5354,1535,1915,2013,108,10,Yes,350K
359977,5,2.25,2.5,5407,1572,1922,0,101,0,No,350K
377737,2,2.5,1.0,5460,1609,1929,0,94,0,No,375K
395497,3,3.0,1.5,913,1646,1936,0,87,0,No,400K
413257,4,1.0,2.0,966,1683,1943,0,80,0,No,425K
431017,5,1.5,2.5,1019,1720,1950,0,73,0,No,425K
448777,2,2.0,1.0,1072,1757,1957,0,66,0,No,450K
466537,3,2.25,1.5,1125,1794,1964,1985,59,38,Yes,475K
484297,4,2.5,2.0,1178,1831,1971,0,52,0,No,475K
502057,5,3.0,2.5,1231,1868,1978,0,45,0,No,500K
519817,2,1.0,1.0,1284,1905,1985,0,38,0,No,525K
537577,3,1.5,1.5,1337,1942,1992,0,31,0,No,550K
555337,4,2.0,2.0,1390,1979,1999,0,24,0,No,550K
573097,5,2.25,2.5,1443,2016,2006,0,17,0,No,575K
590857,2,2.5,1.0,1496,2053,2013,1992,10,31,Yes,600K
608617,3,3.0,1.5,1549,2090,1907,0,116,0,No,600K
626377,4,1.0,2.0,1602,2127,1914,0,109,0,No,625K
644137,5,1.5,2.5,1655,2164,1921,0,102,0,No,625K
661897,2,2.0,1.0,1708,2201,1928,0,95,0,No,625K
679657,3,2.25,1.5,1761,2238,1935,0,88,0,No,625K
697417,4,2.5,2.0,1814,2275,1942,0,81,0,No,625K
715177,5,3.0,2.5,1867,2312,1949,1999,74,24,Yes,625K
732937,2,1.0,1.0,1920,2349,1956,0,67,0,No,625K
750697,3,1.5,1.5,1973,1209,1963,0,60,0,No,625K
287977,4,2.0,2.0,2026,1246,1970,0,53,0,No,300K
305737,5,2.25,2.5,2079,1283,1977,0,46,0,No,300K
323497,2,2.5,1.0,2132,1320,1984,0,39,0,No,325K
341257,3,3.0,1.5,2185,1357,1991,0,32,0,No,350K
359017,4,1.0,2.0,2238,1394,1998,2006,25,17,Yes,350K
376777,5,1.5,2.5,2291,1431,2005,0,18,0,No,375K
394537,2,2.0,1.0,2344,1468,2012,0,11,0,No,400K
412297,3,2.25,1.5,2397,1505,1906,0,117,0,No,400K
430057,4,2.5,2.0,2450,1542,1913,0,110,0,No,425K
447817,5,3.0,2.5,2503,1579,1920,0,103,0,No,450K
465577,2,1.0,1.0,2556,1616,1927,0,96,0,No,475K
483337,3,1.5,1.5,2609,1653,1934,2013,89,10,Yes,475K
501097,4,2.0,2.0,2662,1690,1941,0,82,0,No,500K
518857,5,2.25,2.5,2715,1727,1948,0,75,0,No,525K
536617,2,2.5,1.0,2768,1764,1955,0,68,0,No,525K
554377,3,3.0,1.5,2821,1801,1962,0,61,0,No,550K
572137,4,1.0,2.0,2874,1838,1969,0,54,0,No,575K
589897,5,1.5,2.5,2927,1875,1976,0,47,0,No,600K
607657,2,2.0,1.0,2980,1912,1983,1985,40,38,Yes,600K
625417,3,2.25,1.5,3033,1949,1990,0,33,0,No,625K
643177,4,2.5,2.0,3086,1986,1997,0,26,0,No,625K
660937,5,3.0,2.5,3139,2023,2004,0,19,0,No,625K
678697,2,1.0,1.0,3192,2060,2011,0,12,0,No,625K
696457,3,1.5,1.5,3245,2097,1905,0,118,0,No,625K
714217,4,2.0,2.0,3298,2134,1912,0,111,0,No,625K
731977,5,2.25,2.5,3351,2171,1919,1992,104,31,Yes,625K
749737,2,2.5,1.0,3404,2208,1926,0,97,0,No,625K
287017,3,3.0,1.5,3457,2245,1933,0,90,0,No,275K
304777,4,1.0,2.0,3510,2282,1940,0,83,0,No,300K
322537,5,1.5,2.5,3563,2319,1947,0,76,0,No,325K
340297,2,2.0,1.0,3616,2356,1954,0,69,0,No,350K
358057,3,2.25,1.5,3669,1216,1961,0,62,0,No,350K
375817,4,2.5,2.0,3722,1253,1968,1999,55,24,Yes,375K
393577,5,3.0,2.5,3775,1290,1975,0,48,0,No,400K
411337,2,1.0,1.0,3828,1327,1982,0,41,0,No,400K
429097,3,1.5,1.5,3881,1364,1989,0,34,0,No,425K
446857,4,2.0,2.0,3934,1401,1996,0,27,0,No,450K
464617,5,2.25,2.5,3987,1438,2003,0,20,0,No,475K
482377,2,2.5,1.0,4040,1475,2010,0,13,0,No,475K
500137,3,3.0,1.5,4093,1512,2017,2006,6,17,Yes,500K
517897,4,1.0,2.0,4146,1549,1911,0,112,0,No,525K
535657,5,1.5,2.5,4199,1586,1918,0,105,0,No,525K
553417,2,2.0,1.0,4252,1623,1925,0,98,0,No,550K
571177,3,2.25,1.5,4305,1660,1932,0,91,0,No,575K
588937,4,2.5,2.0,4358,1697,1939,0,84,0,No,600K
606697,5,3.0,2.5,4411,1734,1946,0,77,0,No,600K
624457,2,1.0,1.0,4464,1771,1953,2013,70,10,Yes,625K
642217,3,1.5,1.5,4517,1808,1960,0,63,0,No,625K
659977,4,2.0,2.0,4570,1845,1967,0,56,0,No,625K
677737,5,2.25,2.5,4623,1882,1974,0,49,0,No,625K
695497,2,2.5,1.0,4676,1919,1981,0,42,0,No,625K
713257,3,3.0,1.5,4729,1956,1988,0,35,0,No,625K
731017,4,1.0,2.0,4782,1993,1995,0,28,0,No,625K
748777,5,1.5,2.5,4835,2030,2002,1985,21,38,Yes,625K
286057,2,2.0,1.0,4888,2067,2009,0,14,0,No,275K
303817,3,2.25,1.5,4941,2104,2016,0,7,0,No,300K
321577,4,2.5,2.0,4994,2141,1910,0,113,0,No,325K
339337,5,3.0,2.5,5047,2178,1917,0,106,0,No,350K
357097,2,1.0,1.0,5100,2215,1924,0,99,0,No,350K
374857,3,1.5,1.5,5153,2252,1931,0,92,0,No,375K
392617,4,2.0,2.0,5206,2289,1938,1992,85,31,Yes,400K
410377,5,2.25,2.5,5259,2326,1945,0,78,0,No,400K
428137,2,2.5,1.0,5312,2363,1952,0,71,0,No,425K
445897,3,3.0,1.5,5365,1223,1959,0,64,0,No,450K
463657,4,1.0,2.0,5418,1260,1966,0,57,0,No,475K
481417,5,1.5,2.5,5471,1297,1973,0,50,0,No,475K
499177,2,2.0,1.0,924,1334,1980,0,43,0,No,500K
516937,3,2.25,1.5,977,1371,1987,1999,36,24,Yes,525K
534697,4,2.5,2.0,1030,1408,1994,0,29,0,No,525K
552457,5,3.0,2.5,1083,1445,2001,0,22,0,No,550K
570217,2,1.0,1.0,1136,1482,2008,0,15,0,No,575K
587977,3,1.5,1.5,1189,1519,2015,0,8,0,No,600K
605737,4,2.0,2.0,1242,1556,1909,0,114,0,No,600K
623497,5,2.25,2.5,1295,1593,1916,0,107,0,No,625K
641257,2,2.5,1.0,1348,1630,1923,2006,100,17,Yes,625K
659017,3,3.0,1.5,1401,1667,1930,0,93,0,No,625K
676777,4,1.0,2.0,1454,1704,1937,0,86,0,No,625K
694537,5,1.5,2.5,1507,1741,1944,0,79,0,No,625K
712297,2,2.0,1.0,1560,1778,1951,0,72,0,No,625K
730057,3,2.25,1.5,1613,1815,1958,0,65,0,No,625K
747817,4,2.5,2.0,1666,1852,1965,0,58,0,No,625K
285097,5,3.0,2.5,1719,1889,1972,2013,51,10,Yes,275K
302857,2,1.0,1.0,1772,1926,1979,0,44,0,No,300K
320617,3,1.5,1.5,1825,1963,1986,0,37,0,No,325K
338377,4,2.0,2.0,1878,2000,1993,0,30,0,No,350K
356137,5,2.25,2.5,1931,2037,2000,0,23,0,No,350K
373897,2,2.5,1.0,1984,2074,2007,0,16,0,No,375K
391657,3,3.0,1.5,2037,2111,2014,0,9,0,No,400K
409417,4,1.0,2.0,2090,2148,1908,1985,115,38,Yes,400K
427177,5,1.5,2.5,2143,2185,1915,0,108,0,No,425K
444937,2,2.0,1.0,2196,2222,1922,0,101,0,No,450K
462697,3,2.25,1.5,2249,2259,1929,0,94,0,No,475K
480457,4,2.5,2.0,2302,2296,1936,0,87,0,No,475K
498217,5,3.0,2.5,2355,2333,1943,0,80,0,No,500K
515977,2,1.0,1.0,2408,2370,1950,0,73,0,No,525K
533737,3,1.5,1.5,2461,1230,1957,1992,66,31,Yes,525K
551497,4,2.0,2.0,2514,1267,1964,0,59,0,No,550K
569257,5,2.25,2.5,2567,1304,1971,0,52,0,No,575K
587017,2,2.5,1.0,2620,1341,1978,0,45,0,No,575K
604777,3,3.0,1.5,2673,1378,1985,0,38,0,No,600K
622537,4,1.0,2.0,2726,1415,1992,0,31,0,No,625K
640297,5,1.5,2.5,2779,1452,1999,0,24,0,No,625K
658057,2,2.0,1.0,2832,1489,2006,1999,17,24,Yes,625K
675817,3,2.25,1.5,2885,1526,2013,0,10,0,No,625K
693577,4,2.5,2.0,2938,1563,1907,0,116,0,No,625K
711337,5,3.0,2.5,2991,1600,1914,0,109,0,No,625K
729097,2,1.0,1.0,3044,1637,1921,0,102,0,No,625K
746857,3,1.5,1.5,3097,1674,1928,0,95,0,No,625K
284137,4,2.0,2.0,3150,1711,1935,0,88,0,No,275K
301897,5,2.25,2.5,3203,1748,1942,2006,81,17,Yes,300K
319657,2,2.5,1.0,3256,1785,1949,0,74,0,No,325K
337417,3,3.0,1.5,3309,1822,1956,0,67,0,No,325K
355177,4,1.0,2.0,3362,1859,1963,0,60,0,No,350K
372937,5,1.5,2.5,3415,1896,1970,0,53,0,No,375K
390697,2,2.0,1.0,3468,1933,1977,0,46,0,No,400K
408457,3,2.25,1.5,3521,1970,1984,0,39,0,No,400K
426217,4,2.5,2.0,3574,2007,1991,2013,32,10,Yes,425K
443977,5,3.0,2.5,3627,2044,1998,0,25,0,No,450K
461737,2,1.0,1.0,3680,2081,2005,0,18,0,No,450K
479497,3,1.5,1.5,3733,2118,2012,0,11,0,No,475K
497257,4,2.0,2.0,3786,2155,1906,0,117,0,No,500K
515017,5,2.25,2.5,3839,2192,1913,0,110,0,No,525K
532777,2,2.5,1.0,3892,2229,1920,0,103,0,No,525K
550537,3,3.0,1.5,3945,2266,1927,1985,96,38,Yes,550K
568297,4,1.0,2.0,3998,2303,1934,0,89,0,No,575K
586057,5,1.5,2.5,4051,2340,1941,0,82,0,No,575K
603817,2,2.0,1.0,4104,2377,1948,0,75,0,No,600K
621577,3,2.25,1.5,4157,1237,1955,0,68,0,No,625K
639337,4,2.5,2.0,4210,1274,1962,0,61,0,No,625K
657097,5,3.0,2.5,4263,1311,1969,0,54,0,No,625K
674857,2,1.0,1.0,4316,1348,1976,1992,47,31,Yes,625K
692617,3,1.5,1.5,4369,1385,1983,0,40,0,No,625K
710377,4,2.0,2.0,4422,1422,1990,0,33,0,No,625K
728137,5,2.25,2.5,4475,1459,1997,0,26,0,No,625K
745897,2,2.5,1.0,4528,1496,2004,0,19,0,No,625K
283177,3,3.0,1.5,4581,1533,2011,0,12,0,No,275K
300937,4,1.0,2.0,4634,1570,1905,0,118,0,No,300K
318697,5,1.5,2.5,4687,1607,1912,1999,111,24,Yes,325K
336457,2,2.0,1.0,4740,1644,1919,0,104,0,No,325K
354217,3,2.25,1.5,4793,1681,1926,0,97,0,No,350K
371977,4,2.5,2.0,4846,1718,1933,0,90,0,No,375K
389737,5,3.0,2.5,4899,1755,1940,0,83,0,No,400K
407497,2,1.0,1.0,4952,1792,1947,0,76,0,No,400K
425257,3,1.5,1.5,5005,1829,1954,0,69,0,No,425K
443017,4,2.0,2.0,5058,1866,1961,2006,62,17,Yes,450K
460777,5,2.25,2.5,5111,1903,1968,0,55,0,No,450K
478537,2,2.5,1.0,5164,1940,1975,0,48,0,No,475K
496297,3,3.0,1.5,5217,1977,1982,0,41,0,No,500K
514057,4,1.0,2.0,5270,2014,1989,0,34,0,No,525K
531817,5,1.5,2.5,5323,2051,1996,0,27,0,No,525K
549577,2,2.0,1.0,5376,2088,2003,0,20,0,No,550K
567337,3,2.25,1.5,5429,2125,2010,2013,13,10,Yes,575K
585097,4,2.5,2.0,5482,2162,2017,0,6,0,No,575K
602857,5,3.0,2.5,935,2199,1911,0,112,0,No,600K
620617,2,1.0,1.0,988,2236,1918,0,105,0,No,625K
638377,3,1.5,1.5,1041,2273,1925,0,98,0,No,625K
656137,4,2.0,2.0,1094,2310,1932,0,91,0,No,625K
673897,5,2.25,2.5,1147,2347,1939,0,84,0,No,625K
691657,2,2.5,1.0,1200,1207,1946,1985,77,38,Yes,625K
709417,3,3.0,1.5,1253,1244,1953,0,70,0,No,625K
727177,4,1.0,2.0,1306,1281,1960,0,63,0,No,625K
744937,5,1.5,2.5,1359,1318,1967,0,56,0,No,625K
282217,2,2.0,1.0,1412,1355,1974,0,49,0,No,275K
299977,3,2.25,1.5,1465,1392,1981,0,42,0,No,300K
317737,4,2.5,2.0,1518,1429,1988,0,35,0,No,325K
335497,5,3.0,2.5,1571,1466,1995,1992,28,31,Yes,325K
353257,2,1.0,1.0,1624,1503,2002,0,21,0,No,350K
371017,3,1.5,1.5,1677,1540,2009,0,14,0,No,375K
388777,4,2.0,2.0,1730,1577,2016,0,7,0,No,400K
406537,5,2.25,2.5,1783,1614,1910,0,113,0,No,400K
424297,2,2.5,1.0,1836,1651,1917,0,106,0,No,425K
442057,3,3.0,1.5,1889,1688,1924,0,99,0,No,450K
459817,4,1.0,2.0,1942,1725,1931,1999,92,24,Yes,450K
477577,5,1.5,2.5,1995,1762,1938,0,85,0,No,475K
495337,2,2.0,1.0,2048,1799,1945,0,78,0,No,500K
513097,3,2.25,1.5,2101,1836,1952,0,71,0,No,525K
530857,4,2.5,2.0,2154,1873,1959,0,64,0,No,525K
548617,5,3.0,2.5,2207,1910,1966,0,57,0,No,550K
566377,2,1.0,1.0,2260,1947,1973,0,50,0,No,575K
584137,3,1.5,1.5,2313,1984,1980,2006,43,17,Yes,575K
601897,4,2.0,2.0,2366,2021,1987,0,36,0,No,600K
619657,5,2.25,2.5,2419,2058,1994,0,29,0,No,625K
637417,2,2.5,1.0,2472,2095,2001,0,22,0,No,625K
655177,3,3.0,1.5,2525,2132,2008,0,15,0,No,625K
672937,4,1.0,2.0,2578,2169,2015,0,8,0,No,625K
690697,5,1.5,2.5,2631,2206,1909,0,114,0,No,625K
708457,2,2.0,1.0,2684,2243,1916,2013,107,10,Yes,625K
726217,3,2.25,1.5,2737,2280,1923,0,100,0,No,625K
743977,4,2.5,2.0,2790,2317,1930,0,93,0,No,625K
281257,5,3.0,2.5,2843,2354,1937,0,86,0,No,275K
299017,2,1.0,1.0,2896,1214,1944,0,79,0,No,300K
316777,3,1.5,1.5,2949,1251,1951,0,72,0,No,325K
334537,4,2.0,2.0,3002,1288,1958,0,65,0,No,325K
352297,5,2.25,2.5,3055,1325,1965,1985,58,38,Yes,350K
370057,2,2.5,1.0,3108,1362,1972,0,51,0,No,375K
387817,3,3.0,1.5,3161,1399,1979,0,44,0,No,400K
405577,4,1.0,2.0,3214,1436,1986,0,37,0,No,400K
423337,5,1.5,2.5,3267,1473,1993,0,30,0,No,425K
441097,2,2.0,1.0,3320,1510,2000,0,23,0,No,450K
458857,3,2.25,1.5,3373,1547,2007,0,16,0,No,450K
476617,4,2.5,2.0,3426,1584,2014,1992,9,31,Yes,475K
494377,5,3.0,2.5,3479,1621,1908,0,115,0,No,500K
512137,2,1.0,1.0,3532,1658,1915,0,108,0,No,500K
529897,3,1.5,1.5,3585,1695,1922,0,101,0,No,525K
547657,4,2.0,2.0,3638,1732,1929,0,94,0,No,550K
565417,5,2.25,2.5,3691,1769,1936,0,87,0,No,575K
583177,2,2.5,1.0,3744,1806,1943,0,80,0,No,575K
600937,3,3.0,1.5,3797,1843,1950,1999,73,24,Yes,600K
618697,4,1.0,2.0,3850,1880,1957,0,66,0,No,625K
636457,5,1.5,2.5,3903,1917,1964,0,59,0,No,625K
654217,2,2.0,1.0,3956,1954,1971,0,52,0,No,625K
671977,3,2.25,1.5,4009,1991,1978,0,45,0,No,625K
689737,4,2.5,2.0,4062,2028,1985,0,38,0,No,625K
707497,5,3.0,2.5,4115,2065,1992,0,31,0,No,625K
725257,2,1.0,1.0,4168,2102,1999,2006,24,17,Yes,625K
743017,3,1.5,1.5,4221,2139,2006,0,17,0,No,625K
280297,4,2.0,2.0,4274,2176,2013,0,10,0,No,275K
298057,5,2.25,2.5,4327,2213,1907,0,116,0,No,300K
315817,2,2.5,1.0,4380,2250,1914,0,109,0,No,325K
333577,3,3.0,1.5,4433,2287,1921,0,102,0,No,325K
351337,4,1.0,2.0,4486,2324,1928,0,95,0,No,350K
369097,5,1.5,2.5,4539,2361,1935,2013,88,10,Yes,375K
386857,2,2.0,1.0,4592,1221,1942,0,81,0,No,375K
404617,3,2.25,1.5,4645,1258,1949,0,74,0,No,400K
422377,4,2.5,2.0,4698,1295,1956,0,67,0,No,425K
440137,5,3.0,2.5,4751,1332,1963,0,60,0,No,450K
457897,2,1.0,1.0,4804,1369,1970,0,53,0,No,450K
475657,3,1.5,1.5,4857,1406,1977,0,46,0,No,475K
493417,4,2.0,2.0,4910,1443,1984,1985,39,38,Yes,500K
511177,5,2.25,2.5,4963,1480,1991,0,32,0,No,500K
528937,2,2.5,1.0,5016,1517,1998,0,25,0,No,525K
546697,3,3.0,1.5,5069,1554,2005,0,18,0,No,550K
564457,4,1.0,2.0,5122,1591,2012,0,11,0,No,575K
582217,5,1.5,2.5,5175,1628,1906,0,117,0,No,575K
599977,2,2.0,1.0,5228,1665,1913,0,110,0,No,600K
617737,3,2.25,1.5,5281,1702,1920,1992,103,31,Yes,625K
635497,4,2.5,2.0,5334,1739,1927,0,96,0,No,625K
653257,5,3.0,2.5,5387,1776,1934,0,89,0,No,625K
671017,2,1.0,1.0,5440,1813,1941,0,82,0,No,625K
688777,3,1.5,1.5,5493,1850,1948,0,75,0,No,625K
706537,4,2.0,2.0,946,1887,1955,0,68,0,No,625K
724297,5,2.25,2.5,999,1924,1962,0,61,0,No,625K
742057,2,2.5,1.0,1052,1961,1969,1999,54,24,Yes,625K
279337,3,3.0,1.5,1105,1998,1976,0,47,0,No,275K
297097,4,1.0,2.0,1158,2035,1983,0,40,0,No,300K
314857,5,1.5,2.5,1211,2072,1990,0,33,0,No,325K
332617,2,2.0,1.0,1264,2109,1997,0,26,0,No,325K
350377,3,2.25,1.5,1317,2146,2004,0,19,0,No,350K
368137,4,2.5,2.0,1370,2183,2011,0,12,0,No,375K
385897,5,3.0,2.5,1423,2220,1905,2006,118,17,Yes,375K
403657,2,1.0,1.0,1476,2257,1912,0,111,0,No,400K
421417,3,1.5,1.5,1529,2294,1919,0,104,0,No,425K
439177,4,2.0,2.0,1582,2331,1926,0,97,0,No,450K
456937,5,2.25,2.5,1635,2368,1933,0,90,0,No,450K
474697,2,2.5,1.0,1688,1228,1940,0,83,0,No,475K
492457,3,3.0,1.5,1741,1265,1947,0,76,0,No,500K
510217,4,1.0,2.0,1794,1302,1954,2013,69,10,Yes,500K
527977,5,1.5,2.5,1847,1339,1961,0,62,0,No,525K
545737,2,2.0,1.0,1900,1376,1968,0,55,0,No,550K
563497,3,2.25,1.5,1953,1413,1975,0,48,0,No,575K
581257,4,2.5,2.0,2006,1450,1982,0,41,0,No,575K
599017,5,3.0,2.5,2059,1487,1989,0,34,0,No,600K
616777,2,1.0,1.0,2112,1524,1996,0,27,0,No,625K
634537,3,1.5,1.5,2165,1561,2003,1985,20,38,Yes,625K
652297,4,2.0,2.0,2218,1598,2010,0,13,0,No,625K
670057,5,2.25,2.5,2271,1635,2017,0,6,0,No,625K
687817,2,2.5,1.0,2324,1672,1911,0,112,0,No,625K
705577,3,3.0,1.5,2377,1709,1918,0,105,0,No,625K
723337,4,1.0,2.0,2430,1746,1925,0,98,0,No,625K
741097,5,1.5,2.5,2483,1783,1932,0,91,0,No,625K
278377,2,2.0,1.0,2536,1820,1939,1992,84,31,Yes,275K
296137,3,2.25,1.5,2589,1857,1946,0,77,0,No,300K
313897,4,2.5,2.0,2642,1894,1953,0,70,0,No,325K
331657,5,3.0,2.5,2695,1931,1960,0,63,0,No,325K
349417,2,1.0,1.0,2748,1968,1967,0,56,0,No,350K
367177,3,1.5,1.5,2801,2005,1974,0,49,0,No,375K
384937,4,2.0,2.0,2854,2042,1981,0,42,0,No,375K
402697,5,2.25,2.5,2907,2079,1988,1999,35,24,Yes,400K
420457,2,2.5,1.0,2960,2116,1995,0,28,0,No,425K
438217,3,3.0,1.5,3013,2153,2002,0,21,0,No,450K
455977,4,1.0,2.0,3066,2190,2009,0,14,0,No,450K
473737,5,1.5,2.5,3119,2227,2016,0,7,0,No,475K
491497,2,2.0,1.0,3172,2264,1910,0,113,0,No,500K
509257,3,2.25,1.5,3225,2301,1917,0,106,0,No,500K
527017,4,2.5,2.0,3278,2338,1924,2006,99,17,Yes,525K
544777,5,3.0,2.5,3331,2375,1931,0,92,0,No,550K
562537,2,1.0,1.0,3384,1235,1938,0,85,0,No,575K
